"Date","Flow.Type","Group","PAF","Sampling.Year","Site.Code","Site.Name","Source","Value"
2024-02-10,"Discharge_cumecs","PSII.PRM",3.08216666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",17.5668
2024-02-11,"Discharge_cumecs","PSII.PRM",3.08216666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",13.2974
2024-02-12,"Discharge_cumecs","PSII.PRM",5.36484166666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",8.5192
2024-02-13,"Discharge_cumecs","PSII.PRM",6.886625e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.3899
2024-02-14,"Discharge_cumecs","PSII.PRM",1.56038333333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",2.7835
2024-02-15,"Discharge_cumecs","PSII.PRM",6.12573333333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.694
2024-02-16,"Discharge_cumecs","PSII.PRM",7.99491666666667e-10,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",2.4255
2024-02-17,"Discharge_cumecs","PSII.PRM",4.60395e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",14.14
2024-02-18,"Discharge_cumecs","PSII.PRM",3.08216666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",16.2763
2024-02-19,"Discharge_cumecs","PSII.PRM",2.321275e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",25.5392
2024-02-20,"Discharge_cumecs","PSII.PRM",5.36484166666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",32.6681
2024-02-21,"Discharge_cumecs","PSII.PRM",3.08216666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",32.3812
2024-02-22,"Discharge_cumecs","PSII.PRM",3.84305833333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",12.8378
2024-02-23,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",10.782
2024-02-23,"Discharge_cumecs","PSII.PRM",8.32573913043478e-10,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",11.2623
2024-02-24,"Discharge_cumecs","PSII.PRM",3.84305833333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",12.9073
2024-02-25,"Discharge_cumecs","PSII.PRM",4.60395e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",20.6992
2024-02-26,"Discharge_cumecs","PSII.PRM",2.321275e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",20.0536
2024-02-27,"Discharge_cumecs","PSII.PRM",5.36484166666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",16.7251
2024-02-28,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",13.636
2024-02-29,"Discharge_cumecs","PSII.PRM",1.56038333333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",12.5241
2024-03-01,"Discharge_cumecs","PSII.PRM",0.00110633687090833,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",10.6167
2024-03-02,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",5.6845
2024-03-03,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",5.4983
2024-03-04,"Discharge_cumecs","PSII.PRM",0.001106330783775,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",5.4357
2024-03-05,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",2.4331
2024-03-06,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.5896
2024-03-07,"Discharge_cumecs","PSII.PRM",0.000737553868716667,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.3383
2024-03-08,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.0084
2024-03-09,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.6743
2024-03-10,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",0.5174
2024-03-10,"Discharge_cumecs","PSII.PRM",0.00269367489641739,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.524
2024-03-11,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.852
2024-03-12,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",3.1919
2024-03-13,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",3.2448
2024-03-14,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.9031
2024-03-15,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.9854
2024-03-16,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.5667
2024-03-17,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.3758
2024-03-18,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.2638
2024-03-19,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.1987
2024-03-20,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.1676
2024-03-21,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.2979
2024-03-22,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.4765
2024-03-23,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.5791
2024-03-24,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",0.5958
2024-03-24,"Discharge_cumecs","PSII.PRM",0.00153924281449565,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.7
2024-03-25,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.8794
2024-03-26,"Discharge_cumecs","PSII.PRM",0.00258143844400833,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",3.1162
2024-03-27,"Discharge_cumecs","PSII.PRM",0.001106330783775,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",17.6544
2024-03-28,"Discharge_cumecs","PSII.PRM",0.00258143844400833,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",21.8115
2024-03-29,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",19.4245
2024-03-29,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",20.1168
2024-03-30,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",17.1809
2024-03-30,"Discharge_cumecs","PSII.PRM",0.00269367489641739,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",17.8762
2024-03-31,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",9.234
2024-03-31,"Discharge_cumecs","PSII.PRM",0.00192405350846957,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",16.3902
2024-04-01,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",9.1276
2024-04-02,"Discharge_cumecs","PSII.PRM",0.000737553868716667,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",8.6112
2024-04-03,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",7.2144
2024-04-04,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",7.3386
2024-04-05,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",7.266
2024-04-05,"Discharge_cumecs","PSII.PRM",0.00192405350846957,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",7.3251
2024-04-06,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",7.535
2024-04-07,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",14.5409
2024-04-08,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",43.893
2024-04-09,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",43.6081
2024-04-10,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",41.9108
2024-04-11,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",28.9527
2024-04-12,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",28.3156
2024-04-13,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",18.0401
2024-04-14,"Discharge_cumecs","PSII.PRM",0.003318992274125,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",17.8718
2024-04-15,"Discharge_cumecs","PSII.PRM",0.001106330783775,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",14.379
2024-04-16,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",10.3046
2024-04-17,"Discharge_cumecs","PSII.PRM",0.003318992274125,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.4643
2024-04-18,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",2.6437
2024-04-19,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",2.3839
2024-04-19,"Discharge_cumecs","PSII.PRM",0.00115443212052174,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",4.9776
2024-04-20,"Discharge_cumecs","PSII.PRM",0.001106330783775,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",18.5716
2024-04-21,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",72.6863
2024-04-22,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",177.0976
2024-04-23,"Discharge_cumecs","PSII.PRM",0.00221266152895,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",176.9146
2024-04-24,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",140.6096
2024-04-25,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",88.5091
2024-04-26,"Discharge_cumecs","PSII.PRM",0.00184388461389167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",61.6116
2024-04-27,"Discharge_cumecs","PSII.PRM",0.001106330783775,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",46.0894
2024-04-28,"Discharge_cumecs","PSII.PRM",0.00147510769883333,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",39.5643
2024-04-29,"Discharge_cumecs","PSII.PRM",0.000737553868716667,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",39.2065
2024-04-30,"Discharge_cumecs","PSII.PRM",0.00112782453229167,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",39.1
2024-05-01,"Discharge_cumecs","PSII.PRM",2.3952117875e-05,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",38.1308
2024-05-02,"Discharge_cumecs","PSII.PRM",3.68753584166667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",11.2239
2024-05-03,"Discharge_cumecs","PSII.PRM",9.83335936666667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",12.1752
2024-05-04,"Discharge_cumecs","PSII.PRM",6.14586411666667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",12.0186
2024-05-05,"Discharge_cumecs","PSII.PRM",3.687533925e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",12.0277
2024-05-06,"Discharge_cumecs","PSII.PRM",1.10625258916667e-05,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",11.831
2024-05-07,"Discharge_cumecs","PSII.PRM",3.68753730833333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.5695
2024-05-08,"Discharge_cumecs","PSII.PRM",2.45837279583333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.4343
2024-05-09,"Discharge_cumecs","PSII.PRM",6.14586650416667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.4457
2024-05-10,"Discharge_cumecs","PSII.PRM",7.375033875e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.3214
2024-05-11,"Discharge_cumecs","PSII.PRM",6.145867275e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.0559
2024-05-12,"Discharge_cumecs","PSII.PRM",6.1458652625e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.2131
2024-05-13,"Discharge_cumecs","PSII.PRM",7.3750316375e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.2585
2024-05-14,"Discharge_cumecs","PSII.PRM",4.91670467916667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",6.3695
2024-05-15,"Discharge_cumecs","PSII.PRM",2.45837548333333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",5.9857
2024-05-16,"Discharge_cumecs","PSII.PRM",4.91670460416667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",5.2176
2024-05-17,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",4.1096
2024-05-17,"Discharge_cumecs","PSII.PRM",2.56525696956522e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",4.3422
2024-05-18,"Discharge_cumecs","PSII.PRM",8.60419885833333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",4.3455
2024-05-19,"Discharge_cumecs","PSII.PRM",4.91670045e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",2.5066
2024-05-20,"Discharge_cumecs","PSII.PRM",4.91670191666667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.3294
2024-05-21,"Discharge_cumecs","PSII.PRM",3.68753685833333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.0183
2024-05-22,"Discharge_cumecs","PSII.PRM",4.9167026875e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.9779
2024-05-23,"Discharge_cumecs","PSII.PRM",3.68753685833333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.9704
2024-05-24,"Discharge_cumecs","PSII.PRM",7.37503511666667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.9052
2024-05-25,"Discharge_cumecs","PSII.PRM",1.22921059583333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.8575
2024-05-26,"Discharge_cumecs","PSII.PRM",6.145866975e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.8138
2024-05-27,"Discharge_cumecs","PSII.PRM",3.68753685833333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.2343
2024-05-28,"Discharge_cumecs","PSII.PRM",6.14586620416667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.9848
2024-05-29,"Discharge_cumecs","PSII.PRM",3.68753762916667e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",2.0742
2024-05-30,"Discharge_cumecs","PSII.PRM",2.46067794583333e-06,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.9714
2024-05-31,"Discharge_cumecs","PSII.PRM",3.86575833333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.9443
2024-06-01,"Discharge_cumecs","PSII.PRM",3.16161666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.944
2024-06-02,"Discharge_cumecs","PSII.PRM",3.16161666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",4.1181
2024-06-03,"Discharge_cumecs","PSII.PRM",3.15026666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",4.1226
2024-06-04,"Discharge_cumecs","PSII.PRM",2.389375e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.8089
2024-06-05,"Discharge_cumecs","PSII.PRM",2.412075e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.0924
2024-06-06,"Discharge_cumecs","PSII.PRM",3.89980833333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.0217
2024-06-07,"Discharge_cumecs","PSII.PRM",4.62665e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.8859
2024-06-08,"Discharge_cumecs","PSII.PRM",2.400725e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.9236
2024-06-09,"Discharge_cumecs","PSII.PRM",4.62665e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.0093
2024-06-10,"Discharge_cumecs","PSII.PRM",3.91115833333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.0135
2024-06-11,"Discharge_cumecs","PSII.PRM",5.38754166666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.9904
2024-06-12,"Discharge_cumecs","PSII.PRM",3.88845833333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.4307
2024-06-13,"Discharge_cumecs","PSII.PRM",1.62848333333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.9528
2024-06-14,"Discharge_cumecs","PSII.PRM",3.86e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","Observed",1.9517
2024-06-14,"Discharge_cumecs","PSII.PRM",4.06768695652174e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.9721
2024-06-15,"Discharge_cumecs","PSII.PRM",2.400725e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.5939
2024-06-16,"Discharge_cumecs","PSII.PRM",2.389375e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.1291
2024-06-17,"Discharge_cumecs","PSII.PRM",7.69291666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.0412
2024-06-18,"Discharge_cumecs","PSII.PRM",4.64935e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.025
2024-06-19,"Discharge_cumecs","PSII.PRM",3.15026666666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",1.0222
2024-06-20,"Discharge_cumecs","PSII.PRM",6.17113333333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.951
2024-06-21,"Discharge_cumecs","PSII.PRM",3.86575833333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.8866
2024-06-22,"Discharge_cumecs","PSII.PRM",8.56241666666667e-10,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.6973
2024-06-23,"Discharge_cumecs","PSII.PRM",5.43294166666667e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.5961
2024-06-24,"Discharge_cumecs","PSII.PRM",6.18248333333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.4878
2024-06-25,"Discharge_cumecs","PSII.PRM",3.89980833333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.5229
2024-06-26,"Discharge_cumecs","PSII.PRM",1.59443333333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.6697
2024-06-27,"Discharge_cumecs","PSII.PRM",4.64935e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.7107
2024-06-28,"Discharge_cumecs","PSII.PRM",6.19383333333333e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.6927
2024-06-29,"Discharge_cumecs","PSII.PRM",8.4e-11,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.6447
2024-06-30,"Discharge_cumecs","PSII.PRM",4.02958571428571e-09,"2023-2024","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",0.6463
2021-11-14,"Discharge_cumecs","Total.PRM",8.7381873055,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",201.639
2021-11-15,"Discharge_cumecs","Total.PRM",7.67321814841667,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",345.29
2021-11-16,"Discharge_cumecs","Total.PRM",7.34810253108333,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",337.546
2021-11-17,"Discharge_cumecs","Total.PRM",2.702298095,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",210.947
2021-11-17,"Discharge_cumecs","Total.PRM",8.59919305791304,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",234.453
2021-11-18,"Discharge_cumecs","Total.PRM",2.498313708,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",157.798
2021-11-18,"Discharge_cumecs","Total.PRM",7.4758147993913,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",179.017
2021-11-19,"Discharge_cumecs","Total.PRM",1.889507512,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",87.641
2021-11-19,"Discharge_cumecs","Total.PRM",7.05490346047826,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",104.248
2021-11-20,"Discharge_cumecs","Total.PRM",1.442208678,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",48.537
2021-11-20,"Discharge_cumecs","Total.PRM",7.80383215286957,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",56.36
2021-11-21,"Discharge_cumecs","Total.PRM",7.26317473729167,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",36.285
2021-11-22,"Discharge_cumecs","Total.PRM",2.702782003,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",44.728
2021-11-22,"Discharge_cumecs","Total.PRM",9.20237321343478,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",46.662
2021-11-23,"Discharge_cumecs","Total.PRM",18.26559309,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",31.492
2021-11-23,"Discharge_cumecs","Total.PRM",7.76775323995652,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",33.837
2021-11-24,"Discharge_cumecs","Total.PRM",2.702791624,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",34.148
2021-11-24,"Discharge_cumecs","Total.PRM",2.703644003,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",46.982
2021-11-24,"Discharge_cumecs","Total.PRM",7.70715269290909,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",50.238
2021-11-25,"Discharge_cumecs","Total.PRM",12.37540305,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",175.764
2021-11-25,"Discharge_cumecs","Total.PRM",8.99441817508696,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",177.416
2021-11-26,"Discharge_cumecs","Total.PRM",13.60721891,"2021-2022","1360106","Burnett River at Quay Street Bridge","Observed",131.188
2021-11-26,"Discharge_cumecs","Total.PRM",7.76858962195652,"2021-2022","1360106","Burnett River at Quay Street Bridge","PMM Imputations (Discharge)",174.571
